2001: A Space Odyssey (1968),Ace Ventura: Pet Detective (1994),Aladdin (1992),Alien (1979),Aliens (1986),"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",American Beauty (1999),American History X (1998),American Pie (1999),Apocalypse Now (1979),Apollo 13 (1995),Austin Powers: International Man of Mystery (1997),Austin Powers: The Spy Who Shagged Me (1999),Babe (1995),Back to the Future (1985),Back to the Future Part II (1989),Batman (1989),Batman Begins (2005),Batman Forever (1995),"Beautiful Mind, A (2001)",Beauty and the Beast (1991),Beetlejuice (1988),Being John Malkovich (1999),"Big Lebowski, The (1998)","Birdcage, The (1996)",Blade Runner (1982),"Bourne Identity, The (2002)",Braveheart (1995),"Breakfast Club, The (1985)",Broken Arrow (1996),"Bug's Life, A (1998)",Casablanca (1942),Clear and Present Danger (1994),Clerks (1994),Cliffhanger (1993),"Clockwork Orange, A (1971)",Crimson Tide (1995),"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Dances with Wolves (1990),"Dark Knight, The (2008)",Die Hard (1988),Die Hard: With a Vengeance (1995),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Dumb & Dumber (Dumb and Dumber) (1994),E.T. the Extra-Terrestrial (1982),Edward Scissorhands (1990),Fargo (1996),Ferris Bueller's Day Off (1986),"Fifth Element, The (1997)",Fight Club (1999),Finding Nemo (2003),"Firm, The (1993)","Fish Called Wanda, A (1988)",Forrest Gump (1994),Four Weddings and a Funeral (1994),"Fugitive, The (1993)",Full Metal Jacket (1987),Get Shorty (1995),Ghost (1990),Ghostbusters (a.k.a. Ghost Busters) (1984),Gladiator (2000),"Godfather, The (1972)","Godfather: Part II, The (1974)",GoldenEye (1995),Good Will Hunting (1997),Goodfellas (1990),"Green Mile, The (1999)",Groundhog Day (1993),Heat (1995),Home Alone (1990),"Hunt for Red October, The (1990)",In the Line of Fire (1993),Inception (2010),"Incredibles, The (2004)",Independence Day (a.k.a. ID4) (1996),Indiana Jones and the Last Crusade (1989),Indiana Jones and the Temple of Doom (1984),Interview with the Vampire: The Vampire Chronicles (1994),Jaws (1975),Jerry Maguire (1996),Jurassic Park (1993),Kill Bill: Vol. 1 (2003),L.A. Confidential (1997),"Lion King, The (1994)","Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)",Léon: The Professional (a.k.a. The Professional) (Léon) (1994),"Mask, The (1994)","Matrix, The (1999)",Memento (2000),Men in Black (a.k.a. MIB) (1997),Minority Report (2002),Mission: Impossible (1996),"Monsters, Inc. (2001)",Monty Python and the Holy Grail (1975),Monty Python's Life of Brian (1979),Mrs. Doubtfire (1993),Natural Born Killers (1994),"Net, The (1995)",Ocean's Eleven (2001),One Flew Over the Cuckoo's Nest (1975),Outbreak (1995),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Pretty Woman (1990),"Princess Bride, The (1987)",Pulp Fiction (1994),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Rain Man (1988),Reservoir Dogs (1992),"Rock, The (1996)",Saving Private Ryan (1998),Schindler's List (1993),Seven (a.k.a. Se7en) (1995),Shakespeare in Love (1998),"Shawshank Redemption, The (1994)","Shining, The (1980)",Shrek (2001),"Silence of the Lambs, The (1991)","Sixth Sense, The (1999)",Sleepless in Seattle (1993),Speed (1994),Spider-Man (2002),Stand by Me (1986),Star Trek: Generations (1994),Star Wars: Episode I - The Phantom Menace (1999),Star Wars: Episode IV - A New Hope (1977),Star Wars: Episode V - The Empire Strikes Back (1980),Star Wars: Episode VI - Return of the Jedi (1983),Stargate (1994),Taxi Driver (1976),Terminator 2: Judgment Day (1991),"Terminator, The (1984)",There's Something About Mary (1998),Titanic (1997),Total Recall (1990),Toy Story (1995),Toy Story 2 (1999),Trainspotting (1996),True Lies (1994),"Truman Show, The (1998)",Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Twister (1996),"Usual Suspects, The (1995)",Waterworld (1995),While You Were Sleeping (1995),Who Framed Roger Rabbit? (1988),Willy Wonka & the Chocolate Factory (1971),"Wizard of Oz, The (1939)",X-Men (2000)
,-0.8148148148000001,0.18518518520000002,,,,,,,,0.18518518520000002,,,,,,0.18518518520000002,,0.18518518520000002,,-0.8148148148000001,,,,0.18518518520000002,,,1.1851851852,,,,,0.18518518520000002,,,,-0.8148148148000001,,0.18518518520000002,,,0.18518518520000002,,,,,,,,,,,,,,0.18518518520000002,,0.18518518520000002,,,,,,,,,,,0.18518518520000002,,,,,,,,,0.18518518520000002,,,,,,,,,,,,,,,,,,,,,0.18518518520000002,-0.8148148148000001,,,,,,,-0.8148148148000001,,,,,,,,,1.1851851852,,,0.18518518520000002,,,,,,0.18518518520000002,,,,,-0.8148148148000001,0.18518518520000002,,,,,,0.18518518520000002,,,-0.8148148148000001,,,,,0.18518518520000002,,,,,
-0.44642857140000003,,-0.44642857140000003,,,,,,,0.5535714286,,,,-0.44642857140000003,0.5535714286,-1.4464285714,0.5535714286,,-0.44642857140000003,,,-0.44642857140000003,,,,-0.44642857140000003,,,-0.44642857140000003,,,0.5535714286,,,,0.5535714286,-0.44642857140000003,,0.5535714286,,0.5535714286,,-0.44642857140000003,,0.5535714286,,-0.44642857140000003,,,,,,,0.5535714286,-0.44642857140000003,-0.44642857140000003,-0.44642857140000003,,,,,0.5535714286,0.5535714286,0.5535714286,,,,-0.44642857140000003,,,-0.44642857140000003,-0.44642857140000003,,,-0.44642857140000003,0.5535714286,-1.4464285714,,0.5535714286,,-0.44642857140000003,,0.5535714286,,,,,,,,,,,,,,,,,,,0.5535714286,,,,,,0.5535714286,0.5535714286,,,,0.5535714286,,,,-0.44642857140000003,,0.5535714286,,,0.5535714286,,-0.44642857140000003,,,0.5535714286,0.5535714286,0.5535714286,-0.44642857140000003,0.5535714286,,-0.44642857140000003,-0.44642857140000003,0.5535714286,,-0.44642857140000003,,,-0.44642857140000003,,,-0.44642857140000003,,,,,-0.44642857140000003,0.5535714286,
,,,,,,-1.2777777778,,,,,,,,,,,,,,,,0.7222222222,,,,,,-0.2777777778,,,0.7222222222,,,,,,0.7222222222,,,,,0.7222222222,,-0.2777777778,,-2.2777777778,,,,,,,,,,,,,,,0.7222222222,0.7222222222,,,,,,,,,,,,,,,,,,,,0.7222222222,,,,,,,,,,,,,,,,,,,0.7222222222,,,,,,-0.2777777778,,,,-0.2777777778,0.7222222222,,-1.2777777778,,,,,,,,,,,,-1.2777777778,,,,,,,,,,,,,,,,,0.7222222222,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6000000000000001,,,,,,,,,,,-0.6000000000000001,,,,,,,0.4,,0.4,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,-2.1,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,0.9,,,,,,,0.9,,,,,,0.9,,,,,,,,,,,,,,,,,,,-2.1,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,-2.1,,
,-0.7000000000000001,0.30000000000000004,,,,,,,,-0.7000000000000001,,,,,,-0.7000000000000001,,-0.7000000000000001,,0.30000000000000004,,,,,,,1.3,,,,,0.30000000000000004,,,,-0.7000000000000001,,0.30000000000000004,,,,,,,,,,,,,0.30000000000000004,,-0.7000000000000001,,1.3,,0.30000000000000004,0.30000000000000004,,,,,-0.7000000000000001,,,,,,,,,,,,,,,,,,,,0.30000000000000004,,,,,,,,,,,,,,-0.7000000000000001,,0.30000000000000004,,,-0.7000000000000001,,0.30000000000000004,,,,,,,,1.3,,,1.3,,,,,-0.7000000000000001,,,,-0.7000000000000001,,,,,-0.7000000000000001,,0.30000000000000004,,,,,,,,-0.7000000000000001,,,,1.3,,-0.7000000000000001,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000000000000001,,,,,,,,,,,-0.4,,,,0.1,,,,,,,,,,,,,,,0.6000000000000001,0.1,,,,,,,,,,,,,,,,,,,,,,,,-0.4,,,,,,,,,,,,,,,-0.4,,,,,,-0.4,,,,,-0.4,,,0.6000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.0507246377,,0.9492753623,,,,,,,0.44927536230000004,-0.0507246377,,-0.5507246377,-0.5507246377,-0.0507246377,,,0.9492753623,,1.4492753623,0.9492753623,,,,,,0.44927536230000004,,0.44927536230000004,,-0.5507246377,-2.0507246377,,,,,,-3.0507246377,,1.4492753623,,,-0.5507246377,,0.44927536230000004,,-0.5507246377,0.44927536230000004,,,0.9492753623,,,0.9492753623,,,,,,,,,,,-0.5507246377,,,,,-1.5507246377000001,-0.0507246377,,1.4492753623,0.9492753623,-2.0507246377,-0.5507246377,-0.0507246377,,-1.5507246377000001,,0.44927536230000004,,,0.9492753623,0.44927536230000004,0.44927536230000004,-0.0507246377,,,-0.0507246377,0.9492753623,-0.5507246377,,,1.4492753623,0.9492753623,,-0.0507246377,,,-0.0507246377,-0.5507246377,,0.9492753623,,1.4492753623,-0.0507246377,0.44927536230000004,,,,-1.5507246377000001,,,,0.44927536230000004,0.9492753623,-1.0507246377,0.44927536230000004,0.9492753623,,,-1.5507246377000001,,0.44927536230000004,-0.5507246377,-0.0507246377,-0.0507246377,0.44927536230000004,,,-1.0507246377,-1.0507246377,,-2.0507246377,,1.4492753623,-1.0507246377,,,,,,0.9492753623,,,,-0.0507246377,-0.0507246377,-0.0507246377
0.9411764706,,,,,,,,,,0.9411764706,,,,,,-1.0588235294,,,,,,,,,,,,,-1.0588235294,,,,,,,,0.9411764706,,,,,,,,,,,,,,,,-0.058823529400000005,,-1.0588235294,,,,,0.9411764706,,,,,,,,,,,,,,,,,,,,-1.0588235294,,,,,,,,-0.058823529400000005,,,,,,,,,,,,,,,,,,0.9411764706,,,,,,,,,-1.0588235294,,,0.9411764706,,,,,,,,-0.058823529400000005,0.9411764706,,,,,,,,,,-0.058823529400000005,,,,,,,,,,,,-1.0588235294
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5,,,,,,,,,,,,,,,
,,,,,0.7187500000000001,0.21875000000000003,-2.78125,,,,0.21875000000000003,,,,,,,,,0.7187500000000001,-0.7812500000000001,0.7187500000000001,0.21875000000000003,,,,,,,,,,-0.28125,,,,,,,,,,,,,-0.28125,,-0.28125,,,,,,,,,,,,,,,,,,0.21875000000000003,0.21875000000000003,,,,,,,,,,,,,0.7187500000000001,0.21875000000000003,,0.21875000000000003,,,,,,,-1.78125,0.21875000000000003,-0.28125,,0.7187500000000001,0.7187500000000001,,,,,0.21875000000000003,,,,-0.28125,0.7187500000000001,-0.28125,,,,,,,,0.21875000000000003,0.7187500000000001,-2.28125,0.7187500000000001,,-0.28125,,,,,,,,,,,,,,0.21875000000000003,,,,0.7187500000000001,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5384615385,0.5384615385,0.5384615385,,,,,,,,,,,,,,0.5384615385,,,,0.5384615385,,-1.9615384615,0.5384615385,,,,,0.0384615385,,,0.0384615385,,,,,,,,,,,,,,,,,,,0.5384615385,,,,,,,-3.4615384615,,,,,,,0.5384615385,
,,,,,,,,,,,,,,,,,,-2.6111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3888888889,,,,,,,,,,,,,,-1.1111111111,,,,1.3888888889,,,,-0.1111111111,,0.8888888889000001,-0.1111111111,,,,,1.3888888889,,,,,,,,,,-0.1111111111,,,,,,,,,,,,,,,,,,,,
,,,1.5789473684000002,0.07894736840000001,1.0789473684,0.07894736840000001,,,,,,,,,,,-2.9210526316000003,,,,,1.0789473684,0.5789473684,,1.0789473684,,,,,,1.5789473684000002,,1.5789473684000002,,-0.4210526316,,,,-2.9210526316000003,,,1.0789473684,,,0.5789473684,-0.4210526316,-1.4210526316,,0.5789473684,0.07894736840000001,,-0.4210526316,,,,,,,0.07894736840000001,,-1.4210526316,,,,0.5789473684,,-0.4210526316,,,,,,0.07894736840000001,,,,,-1.4210526316,,,0.5789473684,0.5789473684,,0.07894736840000001,,-0.4210526316,0.5789473684,,-2.9210526316000003,0.5789473684,,,,-0.4210526316,-0.4210526316,-0.4210526316,,,,0.07894736840000001,0.5789473684,,,,0.5789473684,0.5789473684,1.0789473684,1.0789473684,0.07894736840000001,,0.07894736840000001,,-0.4210526316,0.07894736840000001,-0.4210526316,-0.4210526316,0.5789473684,-0.9210526316000001,-0.4210526316,,,,,,,0.5789473684,0.5789473684,,,,,-0.9210526316000001,,,,-1.9210526316,,0.5789473684,,,0.5789473684,,0.5789473684,,,,,,
,,,,,-0.34,,,,,,,,,,,,,,,,,,,,0.66,,,,,,,,,,,,0.16,,,,,0.66,,,,,,,,-2.34,,,,,,,,,,,1.16,1.16,,,,,,,,,,,-1.8399999999999999,,,,,,,,,,,0.16,-0.34,0.16,,,,-0.34,,,,-2.34,0.16,,,,,,0.16,,,,0.16,0.66,,,,,,1.16,,,-0.84,,,,,,,,,,,0.66,1.16,,,,,,,,,0.16,-0.34,,,,,,0.16,,,0.16,,,
,,,,,,,,0.5,0.5,,,-0.5,-0.5,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,,0.5,,,,,,,,,,,,,-0.5,,,,-0.5,,,,,,,,,,,,,,,,,,,0.5,,,,,0.5,0.5,-0.5,,,0.5,-0.5,,-1.5,,,,-0.5,0.5,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,-0.5,,-0.5,
,-1.0384615385,-0.0384615385,,,,,,,,-1.0384615385,,,0.9615384615,,,-1.0384615385,,-1.0384615385,,,,,,-1.0384615385,,,0.9615384615,,,,,,,,0.9615384615,,,,,,,,,,,0.9615384615,,,,,,,,,-0.0384615385,,-1.0384615385,,,,0.9615384615,,,,,,,,-1.0384615385,,,,,,,,,,,,,,,,,,-1.0384615385,,,,,,,,,,,,,,,,,,,0.9615384615,,,,,,,-1.0384615385,,-0.0384615385,,,0.9615384615,,,,,,,,0.9615384615,,,-1.0384615385,-0.0384615385,,,,,,,,0.9615384615,,,-0.0384615385,,0.9615384615,,,,0.9615384615,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33333333330000003,,,,1.3333333333000001,,,,,,,,,,,,,,,,,,,,,,,,-1.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.125,,-0.875,,,,,-0.875,,,,,,,,,,,0.125,,,,,,,,,,,,1.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,-0.875,,,,,,1.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.12121212120000001,,,,,,,0.8787878788,-0.12121212120000001,,,-0.12121212120000001,,,,,,,,,,,,-0.12121212120000001,,,-1.1212121212,,,,,,,,,,,,,,-0.12121212120000001,,,,0.8787878788,,,,,,,-1.1212121212,,-1.1212121212,,,,,,0.8787878788,,,0.8787878788,0.8787878788,,,,,-1.1212121212,,,,,-1.1212121212,,,,,,,-0.12121212120000001,,,,,,,,,,,,,,,,,,,0.8787878788,,,,0.8787878788,-1.1212121212,-0.12121212120000001,,-0.12121212120000001,,-0.12121212120000001,0.8787878788,-0.12121212120000001,,-1.1212121212,,,-0.12121212120000001,,,,,,,,-0.12121212120000001,-0.12121212120000001,,,,,,,0.8787878788,,0.8787878788,,1.8787878787999999,,-0.12121212120000001,,,-1.1212121212,,,,,,
,,-0.05,,,,,,,,,,,,,,,,-0.05,,-1.05,,,,,,,0.9500000000000001,,,,,,,0.9500000000000001,,-1.05,,-0.05,,,-0.05,,-1.05,,,,,,,,,,,,0.9500000000000001,,,,,,,,0.9500000000000001,,,,,,,,,,,,,,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,,,,-1.05,,,,,,,,,0.9500000000000001,,,0.9500000000000001,,,,,,-0.05,,,,,0.9500000000000001,,,,,,,,,,-2.05,,,,,-0.05,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,-0.375,,,,,,,,,,,,,,,,,,,,0.125,,,0.625,,,,,,,,,,,,,,0.125,,,,,,0.125,,,,,,,,,,,-0.375,-0.375,-0.375,,,,,,,,1.125,,,,,,0.125,,,,,,,,,,,,,,,,,0.125,-0.375,,,,,,,,,,,,,,,,-0.375,,-0.875,,,,0.625,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1875,,,,,,,,,,0.8125,,,,,,,,,,,,-0.1875,-0.6875,,,,,,,,,,-1.1875,,,,,,,,,,,,,,,,,,,,,,,0.3125,,,,,,0.3125,,,,,,,,,,,,,,0.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-1.0538461538,-0.053846153800000005,,,0.9461538462,,,,,,,,-2.5538461538,-0.053846153800000005,0.44615384620000004,,,-0.5538461538,0.9461538462,-0.5538461538,-0.053846153800000005,,,,,,0.44615384620000004,,,,,,,,,,-0.053846153800000005,,,,,,-0.5538461538,-0.5538461538,-0.053846153800000005,,1.4461538462,0.44615384620000004,,-1.0538461538,,,-0.053846153800000005,,,,,-0.5538461538,,0.9461538462,1.4461538462,0.44615384620000004,,,,0.44615384620000004,,,-0.5538461538,,,,-1.5538461538,-0.053846153800000005,-0.053846153800000005,,0.44615384620000004,-0.053846153800000005,0.9461538462,-0.5538461538,0.9461538462,,-1.0538461538,1.4461538462,1.4461538462,1.4461538462,,-0.5538461538,1.4461538462,,,,-0.053846153800000005,0.44615384620000004,,,,,,0.44615384620000004,,,0.44615384620000004,,,,,,,0.44615384620000004,0.44615384620000004,0.44615384620000004,,-0.5538461538,,,0.44615384620000004,,0.44615384620000004,,-0.5538461538,-0.053846153800000005,,,-1.5538461538,-0.5538461538,-0.5538461538,-0.5538461538,0.44615384620000004,,-0.053846153800000005,-0.053846153800000005,,-1.5538461538,,-0.5538461538,-1.0538461538,,,0.9461538462,0.44615384620000004,-1.0538461538,,,,,,,-0.5538461538
,,,,,,,0.5714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0714285714,,,,,,,,,,,,,,,,,,2.0714285714,,,,,,,,1.0714285714,,,0.0714285714,,,,,,,,-2.4285714286,-2.4285714286,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3076923077,,,,,,,,,,,,,,,,,,-0.3076923077,,,0.6923076923,,,,,0.6923076923,0.6923076923,,,-0.3076923077,,,,,,,,,,,,,,,-1.3076923077,,,,,,,,,,,,,,-0.3076923077,0.6923076923,,,,,,,,,,,,,,,,,,,,,,-0.3076923077,,,,,,,,,,,,,0.6923076923,,,,-0.3076923077,-0.3076923077,,,,,,,,,,,,,,
,,,,,-0.375,,0.125,,,,,,,,,,,,0.125,,,,-0.375,,,,,,,,,,-0.375,,-0.375,,,,0.125,,,,,,,,,,0.125,,,,0.125,,,0.125,,,,0.125,,,,0.125,,,,,,,,0.125,,,,,,,,,,,,-0.375,,,0.125,,0.125,-0.375,,,,,0.125,,,,,,,,,,,0.125,,,-0.375,,,0.125,0.125,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625,,,,,,
-0.33333333330000003,,,,0.6666666667000001,,,,,,,,,,0.6666666667000001,,,,,,,,,,,0.1666666667,,,,,,,,,,,,,,,,,0.1666666667,,,,,,,,,,,,,-0.33333333330000003,,,,,,-0.8333333333,,,,,,,,,,,0.6666666667000001,,,,,,,,,,,,,,,,,,,,,,,0.6666666667000001,0.6666666667000001,,,,,,,0.1666666667,,-1.8333333333000001,,0.1666666667,,,,,,,,0.1666666667,,,-0.8333333333,,,,,,,,,,,,,0.1666666667,,,,,,,,,0.6666666667000001,-0.8333333333,,,,,,,,
,,0.25,,-1.75,,-0.25,0.75,,,,,,,0.75,,,0.75,,,,,,,,,-0.25,-0.25,-0.75,,-1.25,,,-0.75,,,,,,,-0.75,,,,-2.25,,,0.25,,0.75,,,,,,-0.25,,,,0.75,,,,,,,,0.75,,,0.25,,,,,0.25,,,-0.75,0.25,0.25,,,-0.75,0.75,0.25,1.25,,,0.75,0.25,,-0.75,,,-0.25,,,,,0.25,0.25,,,,-0.25,,0.75,,,0.25,,,0.25,,1.25,,,0.75,,,,0.25,-0.25,,,1.25,,,,,-0.75,-1.25,,,,-0.75,-1.75,,,-0.25,0.75,,0.75,,,,0.25,,
0.8870967742,,,,,,0.8870967742,,-2.1129032258000002,0.3870967742,-0.6129032258,-0.6129032258,-2.1129032258000002,,,,,,,,,0.3870967742,,,,,,,,,,,,,,0.8870967742,,0.3870967742,,,,,-0.6129032258,,,0.8870967742,0.3870967742,,,0.8870967742,,,,,,,0.3870967742,,,,,0.8870967742,0.8870967742,,,0.3870967742,,,,,,,,,,,-0.6129032258,,-0.1129032258,,,,,,,,,0.3870967742,,,0.3870967742,,,,,,,,,,,,,,,,0.8870967742,,,,,,-0.6129032258,,,,0.3870967742,,,,,,,,,-2.6129032258000002,-0.6129032258,-0.6129032258,-0.6129032258,,,,,,,,,,0.3870967742,,,0.8870967742,,,,,,,,
,-2.2,-2.2,0.8,0.8,,0.8,0.30000000000000004,-2.2,,,-2.2,-2.2,-2.2,0.8,1.3,0.30000000000000004,1.3,-2.2,1.3,-0.2,0.30000000000000004,1.8,1.3,,1.8,,0.30000000000000004,-1.7000000000000002,-2.2,,,,0.30000000000000004,,2.3,,,0.30000000000000004,1.8,0.30000000000000004,0.8,,-1.7000000000000002,-1.2,1.3,2.3,-2.2,0.30000000000000004,1.3,,,-0.2,1.3,-0.2,-1.7000000000000002,1.3,,-1.2,-0.7000000000000001,2.3,0.30000000000000004,,,-0.2,1.3,0.8,0.8,1.8,-1.2,,-0.7000000000000001,,0.30000000000000004,-0.7000000000000001,-2.2,-1.2,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,1.8,1.3,-1.2,-1.7000000000000002,-1.7000000000000002,-1.2,0.8,-2.2,-1.2,0.8,-0.7000000000000001,-0.2,-0.7000000000000001,-0.7000000000000001,0.30000000000000004,,-1.7000000000000002,0.8,-2.2,-0.2,1.3,,-2.2,-2.2,-0.7000000000000001,2.3,-1.7000000000000002,0.8,0.8,-1.2,2.3,2.3,1.3,-2.2,1.8,1.8,0.30000000000000004,1.8,0.8,,-1.7000000000000002,0.8,0.30000000000000004,,-0.7000000000000001,-0.2,0.30000000000000004,-0.2,-0.7000000000000001,0.8,1.3,0.30000000000000004,0.30000000000000004,-0.2,0.30000000000000004,-0.7000000000000001,-0.7000000000000001,1.3,0.8,-0.2,0.8,-2.2,0.30000000000000004,0.8,,-0.7000000000000001,-1.2,2.3,0.30000000000000004
,-0.1,-0.6000000000000001,0.4,0.4,1.4,0.4,0.4,0.4,-0.1,-0.1,,,,0.4,-0.1,-0.1,0.4,-0.6000000000000001,0.4,0.4,,-1.6,0.4,,0.4,1.4,-0.6000000000000001,0.9,-1.6,-0.6000000000000001,,-0.1,,-2.1,-0.1,,,0.4,0.4,0.4,-0.6000000000000001,,-1.6,,-0.1,,,0.4,1.4,,0.4,,0.9,-0.1,-0.6000000000000001,0.4,-1.1,0.4,0.4,-0.1,-0.1,-0.6000000000000001,-1.1,1.4,0.9,-0.1,1.4,-0.6000000000000001,-1.1,0.4,,0.9,-0.6000000000000001,-0.1,0.4,0.4,-0.1,0.9,-0.6000000000000001,-0.6000000000000001,0.4,,-0.1,0.4,-0.1,-0.1,1.4,-2.1,1.4,-0.1,-1.6,0.4,-0.1,,-1.6,,-0.6000000000000001,-1.6,-0.6000000000000001,-0.1,0.4,-1.1,0.9,0.4,,-0.1,0.4,0.9,0.4,-0.1,-0.1,,0.4,,0.4,,-0.6000000000000001,-0.1,0.9,-0.1,-0.1,0.4,0.9,-1.1,-2.6,0.9,1.4,0.4,0.9,,-0.1,-0.1,-0.6000000000000001,-1.1,-0.6000000000000001,,,0.9,-0.1,0.4,0.4,-1.1,0.9,-0.1,,-0.1,,,-0.1
,-2.5238095238,1.9761904762,,,,,,,,,,,,,,,,,-1.5238095238,,,,,,,0.4761904762,,,,,,,,,,,,,,,,,,,,,,,,1.9761904762,,,,,,,,0.9761904762,,,,,,,,,,,,,,,1.4761904762,-1.5238095238,,,,,,,,,,,0.4761904762,,,-2.5238095238,,,-0.0238095238,,,,,,-0.0238095238,,,1.4761904762,,,,,,,,,,,,,,1.9761904762,,,,,0.9761904762,,0.4761904762,0.4761904762,,,,,,,-2.5238095238,,-2.5238095238,,0.4761904762,-0.0238095238,,,,,,,,,,,,,,,
,-2.6333333333,,,,,,,,,,,,,,,-0.6333333333,,-0.6333333333,,,,,,-0.6333333333,,,1.3666666667,,,,,,,-0.6333333333,,0.36666666670000003,,1.3666666667,,,,,-0.6333333333,,,,,,,,0.36666666670000003,,0.36666666670000003,,1.3666666667,,,0.36666666670000003,,,,,,,,,,0.36666666670000003,-0.6333333333,,,,,,,,0.36666666670000003,,,0.36666666670000003,,,,,,,,,,,,,,,,,-0.6333333333,-1.6333333333,-0.6333333333,,,0.36666666670000003,,,,,,,,,,0.36666666670000003,0.36666666670000003,,1.3666666667,,,1.3666666667,,-0.6333333333,0.36666666670000003,,,,,,,,,0.36666666670000003,-0.6333333333,,,,,,,,,,,,,,-0.6333333333,,,,
,-2.3529411765,-0.3529411765,,,1.6470588235,1.6470588235,,0.6470588235,,-0.3529411765,0.6470588235,0.6470588235,-0.3529411765,0.6470588235,,,,,,-0.3529411765,,1.6470588235,-1.3529411765,-1.3529411765,,,,,,0.6470588235,,,0.6470588235,,,,0.6470588235,,,,,,-2.3529411765,-0.3529411765,-0.3529411765,0.6470588235,-0.3529411765,-0.3529411765,-0.3529411765,,-1.3529411765,,-0.3529411765,-0.3529411765,,,,,0.6470588235,0.6470588235,,,,0.6470588235,0.6470588235,,0.6470588235,,-2.3529411765,,,,,,0.6470588235,,-1.3529411765,,-0.3529411765,,,,-0.3529411765,0.6470588235,,-0.3529411765,,-1.3529411765,-1.3529411765,1.6470588235,-0.3529411765,0.6470588235,,1.6470588235,,,-1.3529411765,,,,,,,,,0.6470588235,-0.3529411765,,,,-0.3529411765,1.6470588235,,1.6470588235,,,1.6470588235,,0.6470588235,,-1.3529411765,1.6470588235,0.6470588235,,,-0.3529411765,-0.3529411765,-0.3529411765,,,-2.3529411765,,0.6470588235,-0.3529411765,,,,,-1.3529411765,-0.3529411765,0.6470588235,,,,-1.3529411765,0.6470588235,,,1.6470588235
,,,,,,-0.125,,,,,,-0.625,,,,,,,,,,-0.125,,,,,,-0.625,,,,,,,,,,,,,,0.875,,,,,,0.875,,,,-1.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
