title,mean_rating,number_of_ratings
"Aura, The (Aura, El) (2005)",2.0,1
Austenland (2013),5.0,1
Austin Powers in Goldmember (2002),2.9772727273,44
Austin Powers: International Man of Mystery (1997),3.4158415842,101
Austin Powers: The Spy Who Shagged Me (1999),3.1068376068,117
Australia (2008),2.9,5
Auto Focus (2002),2.6666666667000003,3
Autumn Sonata (Höstsonaten) (1978),4.5,1
"Autumn Tale, An (Conte d'automne) (1998)",3.875,4
Autumn in New York (2000),2.3333333333,6
Autómata (Automata) (2014),3.0,3
Avalanche (1978),2.6666666667000003,3
Avalon (1990),4.125,4
Avalon (2001),3.5,4
Avanti! (1972),3.0,2
Avatar (2009),3.8560606061,66
"Avengers, The (1998)",1.7272727273,11
"Avengers, The (2012)",3.9512195122,41
Avengers: Age of Ultron (2015),3.5714285714000003,14
Avenue Montaigne (Fauteuils d'orchestre) (2006),2.0,1
"Aviator, The (2004)",3.8260869565,23
"Avventura, L' (Adventure, The) (1960)",4.125,4
Awake (2007),3.8333333333,3
"Awakening, The (2011)",4.0,1
Awakenings (1990),3.6363636364,33
Away We Go (2009),3.3333333333,6
Away from Her (2006),4.25,2
Awesome; I Fuckin Shot That! (2006),3.0,1
"Awful Truth, The (1937)",3.8333333333,3
Aziz Ansari: Buried Alive (2013),3.5,1
Aziz Ansari: Dangerously Delicious (2012),3.0,1
Aziz Ansari: Intimate Moments for a Sensual Evening (2010),3.5,1
Azumi (2003),3.5,1
B*A*P*S (1997),0.5,1
B. Monkey (1998),3.0,1
BASEketball (1998),2.6470588235,17
BURN-E (2008),4.0,1
Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003),3.5,1
"Baader Meinhof Komplex, Der (2008)",3.5,2
"Babadook, The (2014)",3.25,4
Babe (1995),3.6162790698,129
"Babe Ruth Story, The (1948)",3.5,1
"Babe, The (1992)",2.75,6
Babe: Pig in the City (1998),2.925,20
Babel (2006),3.5454545455,22
Babes in Toyland (1934),2.5,2
Babes in Toyland (1961),3.4375,8
Babette's Feast (Babettes gæstebud) (1987),3.6,5
Baby Boom (1987),2.5,2
Baby Boy (2001),1.5,2
Baby Face (1933),4.0,1
Baby Geniuses (1999),1.5,8
Baby Mama (2008),3.0,2
Baby's Day Out (1994),2.125,4
"Baby-Sitters Club, The (1995)",2.75,4
Baby... Secret of the Lost Legend (1985),2.4166666667,6
Babylon 5: A Call to Arms (1999),3.6666666667000003,3
Babylon 5: In the Beginning (1998),3.5833333333,6
Babylon 5: The River of Souls (1998),3.25,2
Babylon 5: Thirdspace (1998),3.25,2
Babylon A.D. (2008),2.7857142857,7
"Babysitter, The (1995)",2.8,5
Bachelor Party (1984),3.7222222222,9
"Bachelor and the Bobby-Soxer, The (1947)",3.75,2
"Bachelor, The (1999)",2.5,4
Bachelorette (2012),2.25,2
Back Stage (2000),3.0,1
Back to Bataan (1945),2.5,1
Back to School (1986),3.4166666667,18
Back to the Beach (1987),2.0,1
Back to the Future (1985),3.9436619718,213
Back to the Future Part II (1989),3.4362745098,102
Back to the Future Part III (1990),3.376344086,93
"Back-up Plan, The (2010)",3.5,3
Backbeat (1993),3.25,8
Backdraft (1991),3.4242424242,33
Background to Danger (1943),3.0,1
Bad Boy Bubby (1993),3.0,1
Bad Boys (1983),3.0,1
Bad Boys (1995),3.4328358209,67
Bad Boys II (2003),2.9166666667000003,24
Bad Company (1995),3.0,3
Bad Company (2002),2.9166666667000003,6
Bad Day at Black Rock (1955),4.0,3
Bad Dreams (1988),1.0,1
Bad Education (La mala educación) (2004),3.1666666667,6
Bad Girls (1994),2.625,4
Bad Guy (Nabbeun namja) (2001),3.5,1
Bad Influence (1990),2.0,1
Bad Lieutenant (1992),3.2857142857,7
Bad Lieutenant: Port of Call New Orleans (2009),2.9166666667000003,6
Bad Moon (1996),2.0,1
Bad News Bears (2005),3.0,1
"Bad News Bears Go to Japan, The (1978)",3.0,1
"Bad News Bears in Breaking Training, The (1977)",3.0,1
"Bad News Bears, The (1976)",3.5,5
Bad Santa (2003),3.5333333333,30
"Bad Seed, The (1956)",3.875,4
"Bad Sleep Well, The (Warui yatsu hodo yoku nemuru) (1960)",4.0,1
Bad Taste (1987),3.5909090909,11
Bad Teacher (2011),2.3333333333,6
Bad Timing: A Sensual Obsession (1980),2.25,2
"Bad and the Beautiful, The (1952)",3.0,3
"Badge, The (2002)",2.5,1
Badlands (1973),3.9545454545,11
Bagdad Cafe (Out of Rosenheim) (1987),4.0,2
Baghead (2008),1.0,1
Bait (2000),1.6666666667,3
"Balance, La (1982)",2.5,1
Ball of Fire (1941),3.5,1
"Ballad of Cable Hogue, The (1970)",3.0,1
"Ballad of Jack and Rose, The (2005)",3.0,2
"Ballad of Narayama, The (Narayama Bushiko) (1958)",4.0,3
Ballad of a Soldier (Ballada o soldate) (1959),3.25,2
Ballistic: Ecks vs. Sever (2002),1.5,1
Balls of Fury (2007),2.375,4
Balto (1995),3.4375,8
Balzac and the Little Chinese Seamstress (Xiao cai feng) (2002),4.5,1
"Bamba, La (1987)",3.0625,8
Bambi (1942),3.3421052632,38
Bamboozled (2000),2.5,4
Bananas (1971),3.8571428571,14
"Band Wagon, The (1953)",4.0,5
Band of Brothers (2001),4.1538461538,26
Band of Outsiders (Bande à part) (1964),3.5,2
Band of the Hand (1986),3.5,1
"Band's Visit, The (Bikur Ha-Tizmoret) (2007)",4.0,2
Bandidas (2006),3.5,2
Bandit Queen (1994),4.6666666667,3
Bandits (1997),4.0,2
Bandits (2001),3.2352941176,17
Bandolero! (1968),2.25,2
Bang the Drum Slowly (1973),3.3333333333,3
"Bang, Bang, You're Dead (2002)",4.0,2
"Banger Sisters, The (2002)",3.0,1
Bangkok Dangerous (2000),2.75,4
Bangkok Dangerous (2008),3.3571428571,7
"Bank Dick, The (1940)",3.0,2
"Bank Job, The (2008)",3.5,12
"Bank, The (2001)",3.5,1
Barabbas (1961),3.5,1
Baraka (1992),4.15,10
Barb Wire (1996),1.9807692308,26
Barbara (2012),3.5,2
Barbarella (1968),2.9375,16
"Barbarian Invasions, The (Les invasions barbares) (2003)",3.5,2
Barbarians at the Gate (1993),3.0,1
Barbershop (2002),3.0625,8
Barbershop 2: Back in Business (2004),2.5,3
Barcelona (1994),3.3214285714000003,14
"Barefoot Contessa, The (1954)",3.0,1
"Barefoot Executive, The (1971)",3.0,3
Barefoot in the Park (1967),3.75,8
Barenaked in America (1999),5.0,1
Barfly (1987),4.0,3
"Barkleys of Broadway, The (1949)",2.5,1
Barney's Great Adventure (1998),1.0,1
Barney's Version (2010),3.25,2
Barry Lyndon (1975),3.8076923077,13
Barton Fink (1991),3.9375,16
Basic (2003),2.5,8
Basic Instinct (1992),3.2755102041,49
Basic Instinct 2 (2006),1.5,3
"Basketball Diaries, The (1995)",3.8846153846,13
Basquiat (1996),3.4545454545,11
Bastard Out of Carolina (1996),2.6,5
Bat*21 (1988),3.5,1
Batman & Mr. Freeze: Subzero (1998),3.5,1
Batman & Robin (1997),2.2021276596,47
Batman (1966),4.0,3
Batman (1989),3.3894009217,217
Batman Begins (2005),4.0396039604,101
Batman Beyond: Return of the Joker (2000),4.125,4
Batman Forever (1995),2.9649681529,157
Batman Returns (1992),3.1575342466,73
Batman vs. Robin (2015),3.5,1
"Batman/Superman Movie, The (1998)",4.5,1
Batman: Assault on Arkham (2014),4.0,2
Batman: Gotham Knight (2008),3.5,2
Batman: Mask of the Phantasm (1993),3.4333333333000002,15
"Batman: The Dark Knight Returns, Part 1 (2012)",4.5,4
"Batman: The Dark Knight Returns, Part 2 (2013)",4.4,5
Batman: Under the Red Hood (2010),4.8333333333,3
Batman: Year One (2011),4.125,4
Baton Rouge (Bâton rouge) (1988),3.0,1
Bats (1999),1.5,4
Battle Cry (1955),4.0,1
Battle Royale (Batoru rowaiaru) (2000),4.03125,32
Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003),2.0,1
Battle for the Planet of the Apes (1973),2.7142857143,7
Battle in Seattle (2007),1.5,1
"Battle of Algiers, The (La battaglia di Algeri) (1966)",4.375,8
Battle of Britain (1969),4.0,1
Battle of the Bulge (1965),1.5,1
Battle: Los Angeles (2011),3.0833333333,6
Battlefield Earth (2000),1.0263157895,19
Battleground (1949),3.0,1
Battles Without Honor & Humanity (Jingi naki tatakai) (1973),4.0,1
Battleship (2012),2.7,5
Battleship Potemkin (1925),4.3333333333,6
Battlestar Galactica (2003),4.2631578947,19
Battlestar Galactica: Razor (2007),3.5,3
Battlestar Galactica: The Plan (2009),1.75,2
"Bay, The (2012)",3.75,2
"Baytown Outlaws, The (2012)",3.0,1
Be Cool (2005),2.2142857143,7
Be Kind Rewind (2008),2.8888888889,9
Beach Blanket Bingo (1965),1.0,1
"Beach, The (2000)",3.08,25
Beaches (1988),4.1666666667,3
Bean (1997),2.0,11
"Beans of Egypt, Maine, The (1994)",3.0,1
"Bear, The (Ours, L') (1988)",3.4,5
"Beast from 20,000 Fathoms, The (1953)",3.5,1
"Beast of War, The (Beast, The) (1988)",5.0,1
"Beast with Five Fingers, The (1946)",3.0,1
Beastly (2011),4.0,2
"Beastmaster, The (1982)",2.3,5
Beasts of the Southern Wild (2012),4.0,1
Beat Street (1984),4.5,1
"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",2.0,1
Beat the Devil (1953),3.75,2
Beau Geste (1939),3.5,1
"Beau Serge, Le (1958)",3.0,1
"Beautician and the Beast, The (1997)",2.875,8
Beautiful Boy (2010),3.0,1
"Beautiful Country, The (2004)",3.5,1
Beautiful Creatures (2013),3.1666666667,3
Beautiful Girls (1996),3.7727272727,11
"Beautiful Mind, A (2001)",3.9952380952,105
Beautiful People (1999),4.0,1
Beautiful Thing (1996),3.9,5
"Beautiful Troublemaker, The (La belle noiseuse) (1991)",4.0,1
Beauty Shop (2005),3.0,1
Beauty and the Bastard (Tyttö sinä olet tähti) (2005),4.0,1
Beauty and the Beast (1991),3.5769230769,143
Beauty and the Beast (La belle et la bête) (1946),3.75,6
Beauty of the Day (Belle de jour) (1967),4.0263157895,19
"Beaver, The (2011)",3.6666666667000003,3
Beavis and Butt-Head Do America (1996),3.1704545455,44
Bebe's Kids (1992),0.5,1
Because I Said So (2007),4.25,2
Because of Winn-Dixie (2005),2.0,1
Becket (1964),4.0,4
Becoming Jane (2007),3.75,2
Bed of Roses (1996),3.0,15
Bedazzled (1967),2.9,5
Bedazzled (2000),2.6842105263000002,19
Bedevilled (Kim Bok-nam salinsageonui jeonmal) (2010),3.5,1
"Bedford Incident, The (1965)",3.0,1
Bedknobs and Broomsticks (1971),3.3888888889,18
"Bedroom Window, The (1987)",3.5,4
Bedrooms & Hallways (1998),2.75,2
Bedtime Stories (2008),2.1,5
Bee Movie (2007),2.5833333333,6
Bee Season (2005),3.0,2
Beerfest (2006),2.75,6
Beeswax (2009),3.5,1
Beethoven (1992),2.4375,8
Beethoven's 2nd (1993),1.4375,8
Beetlejuice (1988),3.5981308411,107
Before Midnight (2013),4.25,4
Before Night Falls (2000),4.0,2
Before Sunrise (1995),4.1,25
Before Sunset (2004),3.9722222222,18
Before We Go (2014),4.5,1
Before and After (1996),3.5,6
Before the Devil Knows You're Dead (2007),3.6428571429,7
Before the Rain (Pred dozhdot) (1994),4.25,4
Begin Again (2013),4.1666666667,3
Beginners (2010),4.0,2
Beginning of the End (1957),2.5,1
Begotten (1990),4.0,1
"Beguiled, The (1971)",2.5,1
Behind Enemy Lines (2001),3.225,20
Behind Enemy Lines II: Axis of Evil (2006),2.0,1
Behind the Burly Q: The Story of Burlesque in America (2010),3.0,1
Behind the Candelabra (2013),3.0,1
Behind the Mask: The Rise of Leslie Vernon (2006),3.1666666667,3
Behold a Pale Horse (1964),2.5,1
Beijing Bicycle (Shiqi sui de dan che) (2001),4.5,1
Being Flynn (2012),2.5,1
Being Human (1993),5.0,1
Being John Malkovich (1999),4.0161290323,124
Being Julia (2004),4.0,2
Being There (1979),4.1730769231,26
Bel Ami (2012),2.5,1
"Believer, The (2001)",3.875,4
"Believers, The (1987)",2.7,5
"Bell, Book and Candle (1958)",3.1666666667,3
Belle (2013),2.5,1
Belle époque (1992),3.0,2
Bellflower (2011),1.0,1
"Bells of St. Mary's, The (1945)",4.0,2
"Belly of an Architect, The (1987)",3.5,1
Beloved (1998),3.3333333333,6
Below (2002),2.5,2
Ben (1972),1.0,1
Ben-Hur (1959),4.0625,48
Ben-Hur: A Tale of the Christ (1925),3.9,5
"Benchwarmers, The (2006)",2.25,4
Bend It Like Beckham (2002),3.4,35
Bend of the River (1952),3.0,1
Beneath Hill 60 (2010),3.5,1
Beneath the Planet of the Apes (1970),3.15,10
Benji (1974),3.0,2
Benji the Hunted (1987),3.25,2
Benny & Joon (1993),3.5833333333,24
"Benny Goodman Story, The (1955)",4.0,1
Bent (1997),3.75,2
Beowulf & Grendel (2005),2.25,2
Beowulf (2007),2.96875,16
Berberian Sound Studio (2012),2.5,1
Berlin Calling (2008),3.5,1
Berlin Express (1948),3.5,1
Bernie (2011),3.5,3
Bessie (2015),3.0,1
Best Boy (1979),3.0,1
"Best Exotic Marigold Hotel, The (2011)",2.8333333333,3
"Best Man, The (1964)",4.5,1
"Best Man, The (1999)",2.5,2
Best Men (1997),1.0,1
"Best Offer, The (Migliore offerta, La) (2013)",4.5,3
Best Worst Movie (2009),3.5,1
"Best Years of Our Lives, The (1946)",3.8846153846,13
Best in Show (2000),3.7325581395,43
"Best of Everything, The (1959)",3.25,2
"Best of Times, The (1986)",2.5,1
Best of the Best (1989),3.0,2
Best of the Best 3: No Turning Back (1995),2.5,2
Bethlehem (2013),3.5,1
Betrayal (1983),4.0,1
"Betrayal, The (Nerakhoon) (2008)",2.5,1
Betrayed (1988),3.0,2
"Betrayed, The (2009)",2.5,1
Betsy's Wedding (1990),3.0,1
"Better Life, A (2011)",3.5,2
Better Living Through Chemistry (2014),3.0,1
Better Luck Tomorrow (2002),3.8333333333,3
Better Off Dead... (1985),4.0,20
Better Than Chocolate (1999),1.0,1
"Better Tomorrow II, A (Ying hung boon sik II) (1987)",4.5,1
"Better Tomorrow, A (Ying hung boon sik) (1986)",4.0,1
"Beverly Hillbillies, The (1993)",2.1071428571,28
Beverly Hills Chihuahua (2008),2.25,2
Beverly Hills Cop (1984),3.6083333333,60
Beverly Hills Cop II (1987),3.3043478261,23
Beverly Hills Cop III (1994),2.6090909091,55
Beverly Hills Ninja (1997),2.7894736842,19
Beware of Mr. Baker (2012),4.0,1
Bewitched (2005),2.5,10
Beyond Borders (2003),3.25,2
Beyond Rangoon (1995),3.2857142857,7
Beyond Silence (Jenseits der Stille) (1996),4.0,1
Beyond a Reasonable Doubt (2009),2.8333333333,3
Beyond the Forest (1949),3.5,1
Beyond the Lights (2014),2.5,1
Beyond the Mat (1999),3.25,2
Beyond the Poseidon Adventure (1979),1.0,1
Beyond the Sea (2004),2.25,2
"Beyond, The (E tu vivrai nel terrore - L'aldilà) (1981)",4.0,1
Bhaji on the Beach (1993),4.0,4
Bhowani Junction (1956),2.5,1
Bicentennial Man (1999),3.3333333333,21
Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),4.21875,16
Big (1988),3.5967741935,93
Big Bad Mama (1974),1.5,2
"Big Bang Theory, The (2007)",2.0,1
"Big Bang, The (2011)",1.0,1
"Big Bird Cage, The (1972)",1.8333333333000001,3
"Big Blue, The (Grand bleu, Le) (1988)",4.2272727273,11
"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)",3.5,1
"Big Bounce, The (2004)",2.5,2
Big Bully (1996),2.25,2
Big Business (1988),3.1,5
"Big Chill, The (1983)",3.7297297297,37
"Big Clock, The (1948)",3.0,1
"Big Combo, The (1955)",3.0,1
"Big Country, The (1958)",3.5,1
Big Daddy (1999),2.9659090909,44
Big Deal on Madonna Street (I Soliti Ignoti) (1958),4.0,1
"Big Doll House, The (1971)",3.0,1
"Big Easy, The (1987)",3.7,5
"Big Empty, The (2003)",3.5,2
Big Eyes (2014),3.0,1
Big Fan (2009),2.5,1
Big Fat Liar (2002),3.5,1
Big Fish (2003),3.9363636364000003,55
"Big Green, The (1995)",3.0,4
"Big Heat, The (1953)",3.75,2
Big Hero 6 (2014),4.0,12
"Big Hit, The (1998)",2.6875,8
"Big Kahuna, The (2000)",3.75,4
"Big Lebowski, The (1998)",3.9811320755,106
Big Momma's House (2000),2.2083333333,12
Big Momma's House 2 (2006),3.0,1
"Big Mommas: Like Father, Like Son (2011)",2.0,1
Big Night (1996),3.96,25
Big Nothing (2006),4.5,1
"Big One, The (1997)",3.75,4
"Big Picture, The (1989)",4.0,1
"Big Picture, The (L'homme qui voulait vivre sa vie) (2010)",3.0,1
"Big Red One, The (1980)",2.7,5
"Big Sleep, The (1946)",4.2678571429,28
"Big Steal, The (1949)",3.0,1
"Big Store, The (1941)",3.5,1
"Big Tease, The (1999)",3.5,1
Big Top Pee-Wee (1988),3.0,2
"Big Trail, The (1930)",4.0,1
Big Trouble in Little China (1986),3.8833333333,30
"Big White, The (2005)",3.0,1
"Big Year, The (2011)",2.625,4
"Bigger, Stronger, Faster* (2008)",3.75,2
Biker Boyz (2003),0.5,1
Bill & Ted's Bogus Journey (1991),3.0294117647,17
Bill & Ted's Excellent Adventure (1989),3.3837209302,43
Bill Bailey: Tinselworm (2008),4.0,1
Bill Burr: I'm Sorry You Feel That Way (2014),4.5,1
"Bill Cosby, Himself (1983)",3.5,9
Bill Cunningham New York (2011),4.0,1
Billabong Odyssey (2003),4.0,1
Billion Dollar Brain (1967),2.3333333333,3
Billy Bathgate (1991),2.6666666667000003,3
Billy Elliot (2000),4.0833333333,30
Billy Jack (1971),2.0,2
Billy Jack Goes to Washington (1977),1.0,1
Billy Madison (1995),3.2105263158,38
Billy's Hollywood Screen Kiss (1997),3.0,2
Biloxi Blues (1988),3.75,2
Bingo (1991),2.5,1
Bio-Dome (1996),2.2884615385,26
Bird (1988),4.0,2
Bird on a Wire (1990),2.8636363636,11
"Birdcage, The (1996)",3.5518867925,106
Birdman of Alcatraz (1962),4.0,2
Birdman: Or (The Unexpected Virtue of Ignorance) (2014),3.8214285714000003,14
"Birds, The (1963)",3.85,50
Birdy (1984),4.0,6
Birth (2004),2.0,3
"Birth of a Nation, The (1915)",2.1666666667,3
Birthday Girl (2001),2.0,1
"Bishop's Wife, The (1947)",3.3333333333,3
Bitter Moon (1992),3.7857142857,7
Bitter Sugar (Azúcar amarga) (1996),4.0,1
"Bitter Tea of General Yen, The (1933)",4.0,1
"Bittersweet Life, A (Dalkomhan insaeng) (2005)",3.25,2
Biutiful (2010),4.0,2
Black Beauty (1994),3.0,5
Black Book (Zwartboek) (2006),3.5,4
"Black Cat, The (1934)",1.5,1
"Black Cat, White Cat (Crna macka, beli macor) (1998)",4.3333333333,3
"Black Cauldron, The (1985)",3.25,6
Black Christmas (1974),3.0,1
Black Christmas (2006),0.5,1
"Black Coal, Thin Ice (Bai ri yan huo) (2014)",3.5,1
"Black Dahlia, The (2006)",2.4,10
Black Death (2010),2.5,1
Black Dog (1998),0.75,2
Black Dynamite (2009),3.5,6
Black Fury (1935),2.0,1
Black Hawk Down (2001),3.6615384615,65
"Black Hole, The (1979)",3.0909090909,11
Black Knight (2001),2.4166666667,6
Black Legion (1937),3.5,1
Black Mask (Hak hap) (1996),2.5,5
Black Mass (2015),3.5,2
Black Mirror (2011),4.7142857143,7
Black Moon (1975),4.0,1
Black Moon Rising (1986),4.0,1
Black Narcissus (1947),4.25,2
"Black Orchid, The (1958)",1.5,1
Black Orpheus (Orfeu Negro) (1959),4.5,2
Black Rain (1989),3.0555555556,9
Black Robe (1991),3.375,4
"Black Room, The (1935)",4.0,1
Black Sea (2015),2.5,2
Black Sheep (1996),3.0,26
Black Sheep (2006),2.1666666667,3
Black Snake Moan (2006),3.125,8
"Black Stallion, The (1979)",3.5,4
Black Sunday (1977),3.0,1
Black Swan (2010),3.9655172414,29
"Black Swan, The (1942)",3.5,1
Black Tar Heroin: The Dark End of the Street (2000),4.0,1
Black Water (2007),2.75,2
Black Widow (1954),3.0,1
Black Widow (1987),3.25,4
Black and White in Color (Noirs et blancs en couleur) (1976),2.5,1
Blackadder Back & Forth (1999),4.1666666667,3
Blackadder's Christmas Carol (1988),4.5,5
Blackbeard's Ghost (1968),3.0,2
Blackboard Jungle (1955),4.1666666667,3
Blackboards (Takhté Siah) (2000),2.0,1
Blackfish (2013),4.0,1
Blackhat (2015),1.75,2
Blackmail (1929),3.25,2
Blackout (Contraband) (1940),3.0,1
Blacula (1972),3.0,1
Blade (1998),3.5322580645,62
Blade II (2002),3.0322580645,31
Blade Runner (1982),4.1698717949,156
"Blade, The (Dao) (1995)",4.5,1
Blade: Trinity (2004),2.3947368421,19
Blades of Glory (2007),3.0416666667,12
"Blair Witch Project, The (1999)",2.6505376344,93
Blaise Pascal (1972),2.0,1
Blame It on Rio (1984),2.125,8
Blame It on the Bellboy (1992),2.5,1
Blame it on Fidel! (La faute à Fidel!) (2006),2.5,1
Blank Check (1994),2.75,4
Blankman (1994),1.75,2
Blast from the Past (1999),3.1315789474,19
Blaze (1989),3.0,2
Blazing Saddles (1974),3.8365384615,52
Blended (2014),3.75,2
"Bless Me, Ultima (2013)",2.0,1
Bless the Child (2000),2.0833333333,6
Blind (Beul-la-in-deu) (2011),3.0,1
Blind Date (1987),3.0,6
Blind Fury (1989),1.5,1
Blind Horizon (2003),2.5,1
"Blind Side, The  (2009)",3.9347826087,23
"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",3.7272727273,11
Blindness (2008),3.3571428571,7
"Bling Ring, The (2013)",2.3333333333,3
Blink (1994),2.75,4
BlinkyTM (2011),4.0,1
Bliss (1997),2.6666666667000003,3
Blissfully Yours (Sud sanaeha) (2002),2.0,1
Blitz (2011),3.3333333333,3
"Blob, The (1958)",2.9,10
"Blob, The (1988)",2.125,4
Blood Diamond (2006),3.7777777778,54
Blood Simple (1984),4.125,32
Blood Wedding (Bodas de sangre) (1981),3.0,1
Blood Work (2002),2.75,10
Blood and Bone (2009),3.0,1
Blood and Chocolate (2007),2.5,2
Blood and Sand (1941),2.5,1
Blood and Wine (Blood & Wine) (1996),3.25,4
Blood for Dracula (Andy Warhol's Dracula) (1974),3.0,1
"Blood of Heroes, The (Salute of the Jugger, The) (1989)",4.5,2
"Blood of a Poet, The (Sang d'un poète, Le) (1930)",0.5,1
Blood: The Last Vampire (2000),4.1666666667,3
BloodRayne (2005),1.125,4
BloodRayne: The Third Reich (2011),4.5,1
Bloodsport (1988),3.0769230769,13
Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),3.0,10
Bloody Sunday (2002),3.5,3
Blow (2001),3.7333333333,30
Blow Dry (a.k.a. Never Better) (2001),2.0,1
Blow Out (1981),3.375,4
Blow-Out (La grande bouffe) (1973),3.8333333333,3
